ToxPi Score,FIPS,Name,Source,Costs of Climate Disasters!1!0x88cceeff,Transition Risks!1!0x44aa99ff,Social Stressors!1!0x117733ff,Economic & Productivity Losses!1!0x332288ff
0.456063036867479,48017950100,"TX, Bailey, 48017950100","+34.0675209,-102.8303446",0.111241224376416,0.737580102764077,0.231380784089416,0.744050036240008
0.424562209620895,48019000101,"TX, Bandera, 48019000101","+29.6824133,-099.1349521",0.0273736937799985,0.674275520381044,0.226466845986173,0.770132778336366
0.427913989777894,48019000102,"TX, Bandera, 48019000102","+29.7834036,-099.0515872",0.0273736937799985,0.676777973661583,0.226466845986173,0.78103744568382
0.42864721239296,48019000200,"TX, Bandera, 48019000200","+29.7597657,-099.3923979",0.0273736937799985,0.680304331490496,0.226466845986173,0.780443978315171
0.426113254899804,48019000300,"TX, Bandera, 48019000300","+29.6690170,-098.9230498",0.0273736937799985,0.680441870907442,0.226466845986173,0.770170608925603
0.391273021990896,48019000400,"TX, Bandera, 48019000400","+29.5802464,-098.9497483",0.0273736937799985,0.671173242421047,0.226466845986173,0.640078305776366
0.459673397114211,48021950100,"TX, Bastrop, 48021950100","+30.2837407,-097.3403844",0.0273736937799985,0.840877040624633,0.0709216315495666,0.899521222502647
0.420861932043897,48021950200,"TX, Bastrop, 48021950200","+30.3542454,-097.3737427",0.0273736937799985,0.714344597573965,0.0709216315495666,0.870807805272056
0.442162608610063,48021950300,"TX, Bastrop, 48021950300","+30.0824826,-097.4146099",0.0273736937799985,0.752828890543239,0.0709216315495666,0.917526218567448
0.425178618957874,48021950400,"TX, Bastrop, 48021950400","+30.1078302,-097.3091595",0.0273736937799985,0.718096367225095,0.0709216315495666,0.884322783276837
0.410988073670149,48021950501,"TX, Bastrop, 48021950501","+30.2176551,-097.2874520",0.0273736937799985,0.696961143487775,0.0709216315495666,0.848695825863255
0.424662372325183,48021950502,"TX, Bastrop, 48021950502","+30.1495553,-097.1883893",0.0273736937799985,0.708850661974857,0.0709216315495666,0.891503501996312
0.4358626777694,48021950600,"TX, Bastrop, 48021950600","+29.9734654,-097.2290739",0.0273736937799985,0.761619951609684,0.0709216315495666,0.88353543413835
0.413541020920556,48021950700,"TX, Bastrop, 48021950700","+30.0253706,-097.1844320",0.0273736937799985,0.741248835744284,0.0709216315495666,0.814619922608374
0.427821538008281,48021950801,"TX, Bastrop, 48021950801","+30.0544514,-097.5124428",0.0273736937799985,0.769761520984996,0.0709216315495666,0.843229305718564
0.430756601183382,48021950802,"TX, Bastrop, 48021950802","+29.9863967,-097.5023064",0.0273736937799985,0.773039543755535,0.0709216315495666,0.851691535648429
0.377644288842464,48023950300,"TX, Baylor, 48023950300","+33.6181716,-099.1972280",0.111241224376416,0.602934669907019,0.09257881797835,0.70382244310807
0.487204511510624,48025950100,"TX, Bee, 48025950100","+28.6034525,-097.9002065",0.198535212481355,0.892120948667546,0.085705995920449,0.772455888973147
0.466771291913462,48025950201,"TX, Bee, 48025950201","+28.3280766,-097.5615243",0.198535212481355,0.830866241115042,0.085705995920449,0.751977718137002
0.485244344058337,48025950202,"TX, Bee, 48025950202","+28.4270428,-097.6847383",0.198535212481355,0.831404937164746,0.085705995920449,0.825331230666798
0.459697054386102,48025950300,"TX, Bee, 48025950300","+28.4206925,-097.7544627",0.198535212481355,0.778551595664008,0.085705995920449,0.775995413478597
0.459021170385088,48025950400,"TX, Bee, 48025950400","+28.4029499,-097.7596601",0.198535212481355,0.822216540004903,0.085705995920449,0.729626933133644
0.485982624713755,48025950500,"TX, Bee, 48025950500","+28.3915547,-097.7416652",0.198535212481355,0.870301848384857,0.085705995920449,0.789387442068359
0.457307152975534,48025950600,"TX, Bee, 48025950600","+28.2168515,-097.6797756",0.198535212481355,0.778811392340461,0.085705995920449,0.766176011159869
0.382082171778365,48027020100,"TX, Bell, 48027020100","+31.1339479,-097.2309224",0.064618622487597,0.498039781610179,0.0930510582076155,0.872619224808069
0.368624186380782,48027020201,"TX, Bell, 48027020201","+31.1257399,-097.4705813",0.064618622487597,0.492018611579446,0.0930510582076155,0.82480845324847
0.378225989636378,48027020202,"TX, Bell, 48027020202","+31.2238119,-097.4635468",0.064618622487597,0.496037818985747,0.0930510582076155,0.859196458864553
0.383751748012682,48027020300,"TX, Bell, 48027020300","+31.1446935,-097.4050097",0.064618622487597,0.516045983611984,0.0930510582076155,0.86129132774353
0.366588439153589,48027020401,"TX, Bell, 48027020401","+31.1468099,-097.3473883",0.064618622487597,0.529910720947981,0.0930510582076155,0.778773354971164
0.368263347300421,48027020402,"TX, Bell, 48027020402","+31.1257959,-097.2993477",0.064618622487597,0.556887549366133,0.0930510582076155,0.758496159140339
0.360883260638186,48027020500,"TX, Bell, 48027020500","+31.1211444,-097.3304656",0.064618622487597,0.531947068426649,0.0930510582076155,0.753916293430881
0.343011115514826,48027020600,"TX, Bell, 48027020600","+31.1154154,-097.3428233",0.064618622487597,0.529910720947981,0.0930510582076155,0.684464060416111
0.350861205701234,48027020701,"TX, Bell, 48027020701","+31.0981813,-097.3411310",0.064618622487597,0.684210844064238,0.0930510582076155,0.561564298045485
0.37526178271187,48027020702,"TX, Bell, 48027020702","+31.1006991,-097.3522181",0.064618622487597,0.677062614922422,0.0930510582076155,0.666314835229845
0.397786277935712,48027020800,"TX, Bell, 48027020800","+31.0543550,-097.3031304",0.064618622487597,0.671007060037453,0.0930510582076155,0.762468371010183
0.400989743099888,48027020900,"TX, Bell, 48027020900","+31.0546474,-097.3328749",0.064618622487597,0.694980944518957,0.0930510582076155,0.751308347185382
0.401147567589359,48027021000,"TX, Bell, 48027021000","+31.0807808,-097.3560713",0.064618622487597,0.694980944518957,0.0930510582076155,0.751939645143268
0.402208597396855,48027021100,"TX, Bell, 48027021100","+31.0854017,-097.3734199",0.064618622487597,0.694980944518957,0.0930510582076155,0.756183764373251
0.346684432752142,48027021201,"TX, Bell, 48027021201","+31.1159206,-097.3896796",0.064618622487597,0.523920115232125,0.0930510582076155,0.70514793508123
0.39537816568684,48027021202,"TX, Bell, 48027021202","+31.1023172,-097.3778181",0.064618622487597,0.665287712616128,0.0930510582076155,0.758555269436021
0.397077558081459,48027021203,"TX, Bell, 48027021203","+31.0790633,-097.4082876",0.064618622487597,0.637848598935464,0.0930510582076155,0.792791952695157
0.400511540807819,48027021301,"TX, Bell, 48027021301","+31.0583577,-097.3828939",0.064618622487597,0.694980944518957,0.0930510582076155,0.749395538017106
0.394053576505823,48027021302,"TX, Bell, 48027021302","+31.0695850,-097.3904435",0.064618622487597,0.690189988162016,0.0930510582076155,0.728354637166066
0.41855565549985,48027021303,"TX, Bell, 48027021303","+31.0508219,-097.3732114",0.064618622487597,0.690155603307779,0.0930510582076155,0.826397337996408
0.40752522867411,48027021400,"TX, Bell, 48027021400","+31.0068132,-097.3393089",0.064618622487597,0.65883482163776,0.0930510582076155,0.813596412363468
0.395122478171014,48027021500,"TX, Bell, 48027021500","+31.0147032,-097.4507682",0.064618622487597,0.570144820943952,0.0930510582076155,0.852675411044891
0.367904827476202,48027021601,"TX, Bell, 48027021601","+31.0620719,-097.4887008",0.064618622487597,0.522391899488284,0.0930510582076155,0.791557729721313
0.350612048751082,48027021602,"TX, Bell, 48027021602","+31.0742663,-097.4979392",0.064618622487597,0.524053834109711,0.0930510582076155,0.720724680199406
0.377185455765952,48027021700,"TX, Bell, 48027021700","+31.0970998,-097.4916389",0.064618622487597,0.515385030302773,0.0930510582076155,0.835687112065824
0.383429522512765,48027021800,"TX, Bell, 48027021800","+31.0573025,-097.5782512",0.064618622487597,0.511243565636964,0.0930510582076155,0.864804843718881
0.338116656893462,48027021901,"TX, Bell, 48027021901","+31.0768369,-097.6650689",0.064618622487597,0.556467290036576,0.0930510582076155,0.638329656842059
0.377415545874823,48027021903,"TX, Bell, 48027021903","+31.0580126,-097.6644104",0.064618622487597,0.556467290036576,0.0930510582076155,0.795525212767503
0.384079734480939,48027021904,"TX, Bell, 48027021904","+31.0394549,-097.6463283",0.064618622487597,0.555878926975198,0.0930510582076155,0.822770330253347
0.37810718531825,48027022000,"TX, Bell, 48027022000","+31.1099592,-097.6367188",0.064618622487597,0.508718189120267,0.0930510582076155,0.84604087145752
0.368875083908563,48027022101,"TX, Bell, 48027022101","+31.1251128,-097.6995328",0.064618622487597,0.613358941640414,0.0930510582076155,0.704471713298625
0.363524913800625,48027022103,"TX, Bell, 48027022103","+31.1337539,-097.6901458",0.064618622487597,0.546606477949443,0.0930510582076155,0.749823496557845
0.3492879294093,48027022104,"TX, Bell, 48027022104","+31.1194296,-097.6776398",0.064618622487597,0.530926984417635,0.0930510582076155,0.708555052524353
0.336846985477065,48027022105,"TX, Bell, 48027022105","+31.1262829,-097.6734461",0.064618622487597,0.530926984417635,0.0930510582076155,0.658791276795413
0.369530929949479,48027022200,"TX, Bell, 48027022200","+31.1114462,-097.6874668",0.064618622487597,0.58938505715891,0.0930510582076155,0.731068981943793
0.37818476067541,48027022300,"TX, Bell, 48027022300","+31.0956998,-097.6910884",0.064618622487597,0.587394556152557,0.0930510582076155,0.767674805853872
0.358773432195715,48027022401,"TX, Bell, 48027022401","+31.0926953,-097.7079017",0.064618622487597,0.591692662932109,0.0930510582076155,0.685731385155537
0.368074540431994,48027022402,"TX, Bell, 48027022402","+31.0383185,-097.6837036",0.064618622487597,0.556643034847118,0.0930510582076155,0.757985446185644
0.358783843594623,48027022403,"TX, Bell, 48027022403","+31.0668229,-097.7063014",0.064618622487597,0.583501426545122,0.0930510582076155,0.693964267138156
0.37582772997944,48027022404,"TX, Bell, 48027022404","+31.0641414,-097.6906892",0.064618622487597,0.562446434134354,0.0930510582076155,0.783194805088194
0.345291171228751,48027022405,"TX, Bell, 48027022405","+31.0833402,-097.7135584",0.064618622487597,0.588257998047827,0.0930510582076155,0.635237006171966
0.366580013095349,48027022501,"TX, Bell, 48027022501","+31.1026877,-097.7240921",0.064618622487597,0.633485542986799,0.0930510582076155,0.675164828699385
0.397109617584407,48027022502,"TX, Bell, 48027022502","+31.0555417,-097.7219662",0.064618622487597,0.586955194126202,0.0930510582076155,0.843813595516215
0.388177303950074,48027022600,"TX, Bell, 48027022600","+31.1252976,-097.7211449",0.064618622487597,0.647048457713387,0.0930510582076155,0.747991077391696
0.344552723530689,48027022801,"TX, Bell, 48027022801","+31.1304709,-097.7295046",0.064618622487597,0.647048457713387,0.0930510582076155,0.573492755714156
0.369602484634896,48027022900,"TX, Bell, 48027022900","+31.1127503,-097.7380873",0.064618622487597,0.647048457713387,0.0930510582076155,0.673691800130985
0.387531810372706,48027023000,"TX, Bell, 48027023000","+31.0793723,-097.7430914",0.064618622487597,0.601010958430179,0.0930510582076155,0.79144660236543
0.370781344773026,48027023103,"TX, Bell, 48027023103","+31.0979996,-097.7527409",0.064618622487597,0.610833565123717,0.0930510582076155,0.714622133273175
0.364682770803334,48027023104,"TX, Bell, 48027023104","+31.1071639,-097.7555167",0.064618622487597,0.64691855937516,0.0930510582076155,0.654142843142964
0.38486619006279,48027023105,"TX, Bell, 48027023105","+31.0757952,-097.7938819",0.064618622487597,0.568047344835531,0.0930510582076155,0.813747734720415
0.400849672271363,48027023106,"TX, Bell, 48027023106","+31.1035909,-097.8010808",0.064618622487597,0.632373766033154,0.0930510582076155,0.813355242357085
0.375179477657256,48027023107,"TX, Bell, 48027023107","+31.0852887,-097.7577193",0.064618622487597,0.588311485598861,0.0930510582076155,0.75473674433495
0.404289622507788,48027023108,"TX, Bell, 48027023108","+31.1002619,-097.7768922",0.064618622487597,0.627395603247592,0.0930510582076155,0.832093206088346
0.370603813043753,48027023201,"TX, Bell, 48027023201","+31.1273291,-097.7554634",0.064618622487597,0.647048457713387,0.0930510582076155,0.677697113766411
0.383075270849494,48027023202,"TX, Bell, 48027023202","+31.1272653,-097.7767477",0.064618622487597,0.647101945264421,0.0930510582076155,0.727529457438342
0.371971034182882,48027023203,"TX, Bell, 48027023203","+31.1178379,-097.7559762",0.064618622487597,0.647048457713387,0.0930510582076155,0.683165998322929
0.374129099519072,48027023204,"TX, Bell, 48027023204","+31.1376073,-097.6690472",0.064618622487597,0.597908680470182,0.0930510582076155,0.740938036910895
0.397992759173472,48027023300,"TX, Bell, 48027023300","+31.0002918,-097.7953968",0.064618622487597,0.542140267438068,0.0930510582076155,0.892161088560608
0.387967964408698,48027023402,"TX, Bell, 48027023402","+30.9044780,-097.2971357",0.064618622487597,0.550220708183627,0.0930510582076155,0.843981468755952
0.37863531772168,48027023403,"TX, Bell, 48027023403","+30.9580001,-097.4871911",0.064618622487597,0.48236792915709,0.0930510582076155,0.874503661034418
0.368137563485972,48027023404,"TX, Bell, 48027023404","+30.8956117,-097.5574792",0.064618622487597,0.495671047207226,0.0930510582076155,0.819209526041451
0.345293375535587,48027023500,"TX, Bell, 48027023500","+31.1231022,-097.7334103",0.064618622487597,0.647048457713387,0.0930510582076155,0.576455363733748
0.319997604112657,48027980001,"TX, Bell, 48027980001","+31.0343851,-097.7885558",0.064618622487597,0.553055548388452,0.0930510582076155,0.569265187366964
0.299893864013696,48027980002,"TX, Bell, 48027980002","+31.0687797,-097.8290998",0.064618622487597,0.515178721177355,0.0930510582076155,0.526727054182218
0.336415317691109,48027980003,"TX, Bell, 48027980003","+31.1615556,-097.5991695",0.064618622487597,0.612323575473962,0.0930510582076155,0.575668014595261
0.388484642153535,48029110100,"TX, Bexar, 48029110100","+29.4270068,-098.4905375",0.064618622487597,0.655048612488139,0.105669367797648,0.728601965840755
0.342214206240882,48029110300,"TX, Bexar, 48029110300","+29.4143332,-098.4808558",0.064618622487597,0.652702801321343,0.105669367797648,0.545866033356941
0.394291090002116,48029110500,"TX, Bexar, 48029110500","+29.4175526,-098.5091092",0.064618622487597,0.694014293416722,0.105669367797648,0.712862076306496
0.402990943320624,48029110600,"TX, Bexar, 48029110600","+29.4292110,-098.5078374",0.064618622487597,0.694014293416722,0.105669367797648,0.747661489580527
0.348948950069516,48029110700,"TX, Bexar, 48029110700","+29.4393877,-098.5040418",0.064618622487597,0.687148784187517,0.105669367797648,0.5383590258053
0.3431558332511,48029110800,"TX, Bexar, 48029110800","+29.4423625,-098.4929856",0.064618622487597,0.652702801321343,0.105669367797648,0.549632541397812
0.334236680735611,48029110900,"TX, Bexar, 48029110900","+29.4389349,-098.4828415",0.064618622487597,0.652702801321343,0.105669367797648,0.513955931335856
0.339347948003252,48029111000,"TX, Bexar, 48029111000","+29.4403238,-098.4708577",0.064618622487597,0.652702801321343,0.105669367797648,0.534401000406419
0.39897959649338,48029120100,"TX, Bexar, 48029120100","+29.4602104,-098.4358282",0.064618622487597,0.652702801321343,0.105669367797648,0.772927594366931
0.39363188804301,48029120300,"TX, Bexar, 48029120300","+29.4829859,-098.4674048",0.064618622487597,0.652702801321343,0.105669367797648,0.751536760565452
0.379728555395597,48029120400,"TX, Bexar, 48029120400","+29.4761145,-098.4467416",0.064618622487597,0.652702801321343,0.105669367797648,0.695923429975801
0.403727926545532,48029120501,"TX, Bexar, 48029120501","+29.4834470,-098.4137358",0.064618622487597,0.652702801321343,0.105669367797648,0.791920914575539
0.373687338839873,48029120502,"TX, Bexar, 48029120502","+29.5045517,-098.4076093",0.064618622487597,0.640014790108104,0.105669367797648,0.684446574966143
0.371658226726105,48029120600,"TX, Bexar, 48029120600","+29.4891093,-098.4466034",0.064618622487597,0.652702801321343,0.105669367797648,0.663642115297832
0.391649294660802,48029120701,"TX, Bexar, 48029120701","+29.5128590,-098.4694917",0.064618622487597,0.632106273633727,0.105669367797648,0.764202914724237
0.364218571380686,48029120702,"TX, Bexar, 48029120702","+29.5041471,-098.4725673",0.064618622487597,0.643434172834948,0.105669367797648,0.643152122402551
0.378675098756038,48029120800,"TX, Bexar, 48029120800","+29.5051548,-098.4462682",0.064618622487597,0.637328950938303,0.105669367797648,0.707083453800603
0.343757541996118,48029120901,"TX, Bexar, 48029120901","+29.5220154,-098.4373700",0.064618622487597,0.632106273633727,0.105669367797648,0.572635904065501
0.407136472553554,48029120902,"TX, Bexar, 48029120902","+29.5023763,-098.4230208",0.064618622487597,0.634727163634414,0.105669367797648,0.823530736294558
0.382908655238274,48029121000,"TX, Bexar, 48029121000","+29.5322204,-098.4454653",0.064618622487597,0.632106273633727,0.105669367797648,0.729240357034123
0.383484980621175,48029121108,"TX, Bexar, 48029121108","+29.5677653,-098.4725428",0.064618622487597,0.632106273633727,0.105669367797648,0.731545658565729
0.396161774633182,48029121110,"TX, Bexar, 48029121110","+29.5839096,-098.4146871",0.064618622487597,0.632106273633727,0.105669367797648,0.782252834613756
0.369553338647808,48029121111,"TX, Bexar, 48029121111","+29.5676254,-098.3987467",0.064618622487597,0.636759690573723,0.105669367797648,0.671165673732264
0.390331726170046,48029121112,"TX, Bexar, 48029121112","+29.5506479,-098.4207674",0.064618622487597,0.632106273633727,0.105669367797648,0.758932640761211
0.389950464762896,48029121115,"TX, Bexar, 48029121115","+29.5755848,-098.4529264",0.064618622487597,0.632106273633727,0.105669367797648,0.75740759513261
0.37298226328436,48029121116,"TX, Bexar, 48029121116","+29.5837274,-098.4651711",0.064618622487597,0.632106273633727,0.105669367797648,0.689534789218468
0.358604808782183,48029121117,"TX, Bexar, 48029121117","+29.5929858,-098.4611683",0.064618622487597,0.630685032991955,0.105669367797648,0.633446211851532
0.387787349392347,48029121118,"TX, Bexar, 48029121118","+29.5964191,-098.4439245",0.064618622487597,0.629634384668064,0.105669367797648,0.751227022616078
0.400631104089714,48029121119,"TX, Bexar, 48029121119","+29.5603056,-098.4519095",0.064618622487597,0.632106273633727,0.105669367797648,0.800130152439884
0.384943231615655,48029121120,"TX, Bexar, 48029121120","+29.5572307,-098.4370189",0.064618622487597,0.632106273633727,0.105669367797648,0.737378662543649
0.380554292161251,48029121121,"TX, Bexar, 48029121121","+29.5889924,-098.4322372",0.064618622487597,0.632106273633727,0.105669367797648,0.719822904726033
0.373276041453901,48029121122,"TX, Bexar, 48029121122","+29.5751076,-098.4263308",0.064618622487597,0.632106273633727,0.105669367797648,0.69070990189663
0.386493177787078,48029121203,"TX, Bexar, 48029121203","+29.5259958,-098.4004284",0.064618622487597,0.637535260063722,0.105669367797648,0.738149460799345
0.400555442911241,48029121204,"TX, Bexar, 48029121204","+29.5313586,-098.4210488",0.064618622487597,0.632106273633727,0.105669367797648,0.799827507725991
0.375926816933642,48029121205,"TX, Bexar, 48029121205","+29.5402233,-098.4076217",0.064618622487597,0.633951594144415,0.105669367797648,0.699467683304907
0.393390797349687,48029121206,"TX, Bexar, 48029121206","+29.5538361,-098.3916070",0.064618622487597,0.639334734102095,0.105669367797648,0.763940465011408
0.396885693327176,48029121300,"TX, Bexar, 48029121300","+29.5196989,-098.3839956",0.064618622487597,0.640274586784557,0.105669367797648,0.776980196238903
0.434956012776093,48029121402,"TX, Bexar, 48029121402","+29.4952393,-098.3668500",0.064618622487597,0.779475938351666,0.105669367797648,0.790060122467463
0.410246698513857,48029121403,"TX, Bexar, 48029121403","+29.5033956,-098.3839005",0.064618622487597,0.738202651649882,0.105669367797648,0.732496152120299
0.418138294954406,48029121404,"TX, Bexar, 48029121404","+29.4788025,-098.3925101",0.064618622487597,0.775422346091128,0.105669367797648,0.726842843441252
