row#,Name,FIPS,Source,ToxPi Score,Sectors Vulnerable to Disruption,Costs of Climate Disasters
65515,"TX, Nolan, 48353950500",48353950500,"32.2671635,-100.418308",0.711324009237267,0.815892136061871,0.606755882412662
65770,"TX, Runnels, 48399950100",48399950100,"31.9739648,-99.9894106",0.703890458441184,0.945410991718568,0.4623699251638
65771,"TX, Runnels, 48399950200",48399950200,"31.9557748,-99.9674619",0.681521385944876,0.945410991718568,0.417631780171184
65772,"TX, Runnels, 48399950500",48399950500,"31.6651284,-100.0562528",0.699499451015175,0.945410991718568,0.453587910311781
65773,"TX, Runnels, 48399950600",48399950600,"31.7761641,-99.8944628",0.75316168181882,0.945410991718568,0.560912371919072
65816,"TX, Scurry, 48415950100",48415950100,"32.8518937,-100.8317486",0.702845209107618,0.838053521319554,0.567636896895682
65817,"TX, Scurry, 48415950200",48415950200,"32.7266548,-101.0847575",0.676994383322972,0.838053521319554,0.51593524532639
65818,"TX, Scurry, 48415950300",48415950300,"32.7002209,-100.936898",0.685530818374414,0.838053521319554,0.533008115429275
65819,"TX, Scurry, 48415950600",48415950600,"32.6250902,-100.8078646",0.718921552912296,0.838053521319554,0.599789584505037
65820,"TX, Shackelford, 48417950300",48417950300,"32.7438198,-99.3470045",0.72517009612194,0.899733077818082,0.550607114425798
65886,"TX, Stephens, 48429950200",48429950200,"32.7531067,-98.9386882",0.619680296052064,0.863869687221956,0.375490904882171
65887,"TX, Stephens, 48429950300",48429950300,"32.7423546,-98.8743189",0.615312628855035,0.863869687221956,0.366755570488113
65888,"TX, Stephens, 48429950500",48429950500,"32.7360198,-98.8257079",0.669907454025332,0.863869687221956,0.475945220828709
65890,"TX, Stonewall, 48433950300",48433950300,"33.1795797,-100.2538069",0.681206076259344,0.944206419820683,0.418205732698005
66252,"TX, Taylor, 48441010100",48441010100,"32.4703598,-99.7043053",0.435247565075318,0.477640134145507,0.392854996005129
66253,"TX, Taylor, 48441010200",48441010200,"32.4810093,-99.7294294",0.413307749833736,0.477640134145507,0.348975365521966
66254,"TX, Taylor, 48441010300",48441010300,"32.4835952,-99.7525543",0.394510747163995,0.477640134145507,0.311381360182483
66255,"TX, Taylor, 48441010400",48441010400,"32.4743688,-99.7486056",0.383157247953874,0.477640134145507,0.288674361762241
66256,"TX, Taylor, 48441010500",48441010500,"32.4744604,-99.7668545",0.40232262032448,0.477640134145507,0.327005106503453
66257,"TX, Taylor, 48441010600",48441010600,"32.4658221,-99.7696788",0.387335148941367,0.477640134145507,0.297030163737226
66258,"TX, Taylor, 48441010700",48441010700,"32.4655403,-99.7489471",0.382455011499333,0.477640134145507,0.287269888853159
66259,"TX, Taylor, 48441010800",48441010800,"32.4657304,-99.7285941",0.368184998459226,0.477640134145507,0.258729862772945
66260,"TX, Taylor, 48441010900",48441010900,"32.4480211,-99.7032382",0.436013733461414,0.477640134145507,0.39438733277732
66261,"TX, Taylor, 48441011000",48441011000,"32.454661,-99.7319459",0.385539980895004,0.477640134145507,0.293439827644501
66262,"TX, Taylor, 48441011200",48441011200,"32.4556264,-99.7493851",0.399934813420528,0.477640134145507,0.32222949269555
66263,"TX, Taylor, 48441011300",48441011300,"32.4565659,-99.7715276",0.417165991163454,0.477640134145507,0.356691848181401
66264,"TX, Taylor, 48441011400",48441011400,"32.4420784,-99.7789804",0.415359660398883,0.477640134145507,0.35307918665226
66265,"TX, Taylor, 48441011500",48441011500,"32.4411687,-99.7648247",0.386725258610183,0.477640134145507,0.295810383074859
66266,"TX, Taylor, 48441011600",48441011600,"32.4377393,-99.7511767",0.362222077351014,0.477640134145507,0.246804020556522
66267,"TX, Taylor, 48441011700",48441011700,"32.446236,-99.7415868",0.388270787685712,0.477640134145507,0.298901441225916
66268,"TX, Taylor, 48441011900",48441011900,"32.4371201,-99.7347534",0.347545132492597,0.477640134145507,0.217450130839686
66269,"TX, Taylor, 48441012000",48441012000,"32.4148055,-99.7052415",0.399743017625863,0.477640134145507,0.321845901106219
66270,"TX, Taylor, 48441012100",48441012100,"32.4202211,-99.7182655",0.343687905955444,0.477640134145507,0.20973567776538
66271,"TX, Taylor, 48441012200",48441012200,"32.4098158,-99.7340673",0.391499857625522,0.477640134145507,0.305359581105538
66272,"TX, Taylor, 48441012300",48441012300,"32.4241912,-99.7508217",0.403853942304108,0.477640134145507,0.330067750462708
66273,"TX, Taylor, 48441012400",48441012400,"32.40584,-99.7514832",0.38928862462777,0.477640134145507,0.300937115110033
66274,"TX, Taylor, 48441012500",48441012500,"32.4198279,-99.764738",0.412059554979567,0.477640134145507,0.346478975813627
66275,"TX, Taylor, 48441012600",48441012600,"32.4238105,-99.7751878",0.395120637495178,0.477640134145507,0.31260114084485
66276,"TX, Taylor, 48441012700",48441012700,"32.3841999,-99.7592801",0.447480889438743,0.477640134145507,0.41732164473198
66277,"TX, Taylor, 48441012801",48441012801,"32.4009827,-99.7689618",0.394305759065993,0.477640134145507,0.310971383986479
66278,"TX, Taylor, 48441012802",48441012802,"32.4080683,-99.7876489",0.444827206882928,0.477640134145507,0.412014279620349
66279,"TX, Taylor, 48441012900",48441012900,"32.4197423,-99.8205423",0.383542869128333,0.477640134145507,0.289445604111159
66280,"TX, Taylor, 48441013000",48441013000,"32.4238762,-99.8424753",0.371403920473393,0.477640134145507,0.265167706801279
66281,"TX, Taylor, 48441013100",48441013100,"32.456686,-99.8140366",0.449058891876332,0.477640134145507,0.420477649607157
66282,"TX, Taylor, 48441013200",48441013200,"32.4874986,-99.8325354",0.405524290865053,0.477640134145507,0.3334084475846
66283,"TX, Taylor, 48441013300",48441013300,"32.4922967,-99.681792",0.429742315413635,0.477640134145507,0.381844496681763
66284,"TX, Taylor, 48441013401",48441013401,"32.4237274,-99.7997936",0.41274149558282,0.477640134145507,0.347842857020134
66285,"TX, Taylor, 48441013402",48441013402,"32.3627667,-99.8173342",0.468362276035692,0.477640134145507,0.459084417925876
66286,"TX, Taylor, 48441013404",48441013404,"32.3579439,-99.6864126",0.473859407356859,0.477640134145507,0.470078680568212
66287,"TX, Taylor, 48441013500",48441013500,"32.2028127,-99.8614564",0.488931106522815,0.477640134145507,0.500222078900124
66288,"TX, Taylor, 48441013600",48441013600,"32.3991003,-100.0146292",0.473089179800506,0.477640134145507,0.468538225455505
66289,"TX, Taylor, 48441980000",48441980000,"32.4113064,-99.684058",0.352029500834528,0.477640134145507,0.226418867523548
66294,"TX, Throckmorton, 48447950300",48447950300,"33.1706954,-99.205796",0.708959301964328,0.97574430223804,0.442174301690615
66712,"TX, Wichita, 48485010100",48485010100,"33.9036917,-98.4860405",0.409447403408058,0.548956265827117,0.269938540989
66713,"TX, Wichita, 48485010200",48485010200,"33.9060716,-98.4988911",0.384622532905986,0.548956265827117,0.220288799984855
66714,"TX, Wichita, 48485010400",48485010400,"33.9211714,-98.4759061",0.452384291598925,0.548956265827117,0.355812317370734
66715,"TX, Wichita, 48485010600",48485010600,"33.8908955,-98.4973506",0.352763120347732,0.548956265827117,0.156569974868347
66716,"TX, Wichita, 48485010700",48485010700,"33.8954766,-98.5107848",0.351362706608908,0.548956265827117,0.153769147390699
66717,"TX, Wichita, 48485010800",48485010800,"33.8947558,-98.5201818",0.348486784481496,0.548956265827117,0.148017303135875
66718,"TX, Wichita, 48485010900",48485010900,"33.9035146,-98.5255606",0.341168100507292,0.548956265827117,0.133379935187468
66719,"TX, Wichita, 48485011000",48485011000,"33.9111676,-98.5148874",0.430551029576602,0.548956265827117,0.312145793326088
66720,"TX, Wichita, 48485011100",48485011100,"33.9302213,-98.5047001",0.453259042789408,0.548956265827117,0.3575618197517
66721,"TX, Wichita, 48485011200",48485011200,"33.9900666,-98.4655136",0.473998358427345,0.548956265827117,0.399040451027574
66722,"TX, Wichita, 48485011300",48485011300,"33.9134831,-98.4397851",0.453819208284938,0.548956265827117,0.35868215074276
66723,"TX, Wichita, 48485011400",48485011400,"33.8942159,-98.4646726",0.4360643975788,0.548956265827117,0.323172529330483
66724,"TX, Wichita, 48485011500",48485011500,"33.8561524,-98.4548602",0.457221807753256,0.548956265827117,0.365487349679395
66725,"TX, Wichita, 48485011600",48485011600,"33.8616293,-98.4937934",0.44609257769986,0.548956265827117,0.343228889572602
66726,"TX, Wichita, 48485011700",48485011700,"33.8699053,-98.5003445",0.398180161565908,0.548956265827117,0.2474040573047
66727,"TX, Wichita, 48485011800",48485011800,"33.8614164,-98.5055312",0.356383900217388,0.548956265827117,0.163811534607659
66728,"TX, Wichita, 48485011900",48485011900,"33.8772664,-98.5116034",0.407433040167793,0.548956265827117,0.265909814508469
66729,"TX, Wichita, 48485012000",48485012000,"33.8663954,-98.5268181",0.466877559003193,0.548956265827117,0.384798852179269
66730,"TX, Wichita, 48485012100",48485012100,"33.8645751,-98.5420174",0.364642282106194,0.548956265827117,0.180328298385272
66731,"TX, Wichita, 48485012200",48485012200,"33.8531148,-98.5547615",0.477223369196899,0.548956265827117,0.405490472566681
66732,"TX, Wichita, 48485012300",48485012300,"33.846314,-98.5824823",0.482720500518067,0.548956265827117,0.416484735209017
66733,"TX, Wichita, 48485012400",48485012400,"33.857844,-98.6126566",0.489468871071097,0.548956265827117,0.429981476315077
66734,"TX, Wichita, 48485012600",48485012600,"33.879424,-98.5464763",0.425097534335702,0.548956265827117,0.301238802844288
66735,"TX, Wichita, 48485012700",48485012700,"33.8896798,-98.5347301",0.351893443120071,0.548956265827117,0.154830620413025
66736,"TX, Wichita, 48485012800",48485012800,"33.8790525,-98.6404729",0.497393386206227,0.548956265827117,0.445830506585337
66737,"TX, Wichita, 48485012900",48485012900,"33.919813,-98.6104915",0.501630145162453,0.548956265827117,0.454304024497789
66738,"TX, Wichita, 48485013000",48485013000,"33.934653,-98.5344079",0.480760936076277,0.548956265827117,0.412565606325437
66739,"TX, Wichita, 48485013100",48485013100,"33.9817452,-98.5811817",0.487839114212726,0.548956265827117,0.426721962598335
66740,"TX, Wichita, 48485013200",48485013200,"33.9988561,-98.5313957",0.45898247285243,0.548956265827117,0.369008679877743
66741,"TX, Wichita, 48485013300",48485013300,"33.9768763,-98.5237212",0.326652507666609,0.548956265827117,0.1043487495061
66742,"TX, Wichita, 48485013401",48485013401,"33.9728782,-98.507598",0.442620972337165,0.548956265827117,0.336285678847214
66743,"TX, Wichita, 48485013501",48485013501,"34.0925008,-98.5765672",0.446689275727706,0.548956265827117,0.344422285628296
66744,"TX, Wichita, 48485013502",48485013502,"34.0609676,-98.5563478",0.46104453134322,0.548956265827117,0.373132796859324
66745,"TX, Wichita, 48485013600",48485013600,"33.9455613,-98.691091",0.47792560565144,0.548956265827117,0.406894945475763
66746,"TX, Wichita, 48485013700",48485013700,"34.0300012,-98.9197831",0.417659104838903,0.548956265827117,0.28636194385069
66747,"TX, Wichita, 48485013800",48485013800,"34.0140713,-98.782429",0.493532100498816,0.548956265827117,0.438107935170516
66748,"TX, Wichita, 48485980000",48485980000,"33.989767,-98.4961491",0.368992697829629,0.548956265827117,0.189029129832141
66749,"TX, Wilbarger, 48487950300",48487950300,"34.082338,-99.2342141",0.63768898153837,0.907275340496886,0.368102622579855
66750,"TX, Wilbarger, 48487950500",48487950500,"34.1605045,-99.3431397",0.654423925717321,0.907275340496886,0.401572510937756
66751,"TX, Wilbarger, 48487950600",48487950600,"34.1271077,-99.3141622",0.666073744356237,0.907275340496886,0.424872148215588
66752,"TX, Wilbarger, 48487950700",48487950700,"34.1379109,-99.2549782",0.628326505339535,0.907275340496886,0.349377670182183
66885,"TX, Young, 48503950200",48503950200,"33.3225486,-98.6541315",0.612246207128062,0.772021080008213,0.45247133424791
66886,"TX, Young, 48503950400",48503950400,"33.1058363,-98.7039598",0.635938569128302,0.772021080008213,0.499856058248391
66887,"TX, Young, 48503950500",48503950500,"33.1082416,-98.5861772",0.568800907862447,0.772021080008213,0.365580735716682
66888,"TX, Young, 48503950600",48503950600,"33.1002647,-98.5701446",0.573986497866355,0.772021080008213,0.375951915724497
